Status_checking_account;Duration_month;Credit_history;Purpose;Credit_amount;Savings_account;Employment_since;Installment_rate;Personal_status_sex;Other_debtors_guarantors;Residence_since;Property;Age_years;Other_installment_plans;Housing;Existing_credits;Job;Num_liable;Telephone;Foreign_worker;Credit_risk
3;15;2;A41;3812;1;1;1;A92;A101;4;A123;23;A143;A152;1;A173;1;A192;A201;Good
3;11;4;A43;1154;1;0;4;A92;A101;4;A121;57;A143;A152;3;A172;1;A191;A201;Good
0;12;2;A42;1657;0;2;2;A93;A101;2;A121;27;A143;A152;1;A173;1;A191;A201;Good
0;24;2;A43;1603;0;4;4;A92;A101;4;A123;55;A143;A152;1;A173;1;A191;A201;Good
0;18;4;A40;5302;0;4;2;A93;A101;4;A124;36;A143;A153;3;A174;1;A192;A201;Good
3;12;4;A46;2748;0;4;2;A92;A101;4;A124;57;A141;A153;3;A172;1;A191;A201;Good
3;10;4;A40;1231;0;4;3;A93;A101;4;A121;32;A143;A152;2;A172;2;A191;A202;Good
1;15;2;A43;802;0;4;4;A93;A101;3;A123;37;A143;A152;1;A173;2;A191;A201;Bad
3;36;4;A49;6304;4;4;4;A93;A101;4;A121;36;A143;A152;2;A173;1;A191;A201;Good
3;24;2;A43;1533;0;1;4;A92;A101;3;A123;38;A142;A152;1;A173;1;A192;A201;Good
0;14;2;A40;8978;0;4;1;A91;A101;4;A122;45;A143;A152;1;A174;1;A192;A202;Bad
3;24;2;A43;999;4;4;4;A93;A101;2;A123;25;A143;A152;2;A173;1;A191;A201;Good
3;18;2;A40;2662;4;3;4;A93;A101;3;A122;32;A143;A152;1;A173;1;A191;A202;Good
3;12;4;A42;1402;2;3;3;A92;A101;4;A123;37;A143;A151;1;A173;1;A192;A201;Good
1;48;1;A40;12169;4;0;4;A93;A102;4;A124;36;A143;A153;1;A174;1;A192;A201;Good
1;48;2;A43;3060;0;3;4;A93;A101;4;A121;28;A143;A152;2;A173;1;A191;A201;Bad
0;30;2;A45;11998;0;1;1;A91;A101;1;A124;34;A143;A152;1;A172;1;A192;A201;Bad
3;9;2;A43;2697;0;2;1;A93;A101;2;A121;32;A143;A152;1;A173;2;A191;A201;Good
3;18;4;A43;2404;0;2;2;A92;A101;2;A123;26;A143;A152;2;A173;1;A191;A201;Good
0;12;2;A42;1262;4;4;2;A91;A101;4;A122;49;A143;A152;1;A172;1;A192;A201;Good
3;6;2;A42;4611;0;1;1;A92;A101;4;A122;32;A143;A152;1;A173;1;A191;A201;Bad
3;24;2;A43;1901;1;2;4;A93;A101;4;A123;29;A143;A151;1;A174;1;A192;A201;Good
3;15;4;A41;3368;3;4;3;A93;A101;4;A124;23;A143;A151;2;A173;1;A192;A201;Good
3;12;2;A42;1574;0;2;4;A93;A101;2;A121;50;A143;A152;1;A173;1;A191;A201;Good
2;18;1;A43;1445;4;3;4;A93;A101;4;A123;49;A141;A152;1;A172;1;A191;A201;Good
3;15;4;A42;1520;4;4;4;A93;A101;4;A122;63;A143;A152;1;A173;1;A191;A201;Good
1;24;4;A40;3878;1;1;4;A91;A101;2;A123;37;A143;A152;1;A173;1;A192;A201;Good
0;47;2;A40;10722;0;1;1;A92;A101;1;A121;35;A143;A152;1;A172;1;A192;A201;Good
0;48;2;A41;4788;0;3;4;A93;A101;3;A122;26;A143;A152;1;A173;2;A191;A201;Good
1;48;3;A410;7582;1;0;2;A93;A101;4;A124;31;A143;A153;1;A174;1;A192;A201;Good
1;12;2;A43;1092;0;2;4;A92;A103;4;A121;49;A143;A152;2;A173;1;A192;A201;Good
0;24;3;A43;1024;0;1;4;A94;A101;4;A121;48;A142;A152;1;A173;1;A191;A201;Bad
3;12;2;A49;1076;0;2;2;A94;A101;2;A121;26;A143;A152;1;A173;1;A192;A202;Good
1;36;2;A41;9398;0;1;1;A94;A101;4;A123;28;A143;A151;1;A174;1;A192;A201;Bad
0;24;4;A41;6419;0;4;2;A92;A101;4;A124;44;A143;A153;2;A174;2;A192;A201;Good
2;42;4;A41;4796;0;4;4;A93;A101;4;A124;56;A143;A153;1;A173;1;A191;A201;Good
3;48;4;A49;7629;4;4;4;A91;A101;2;A123;46;A141;A152;2;A174;2;A191;A201;Good
1;48;2;A42;9960;0;1;1;A92;A101;2;A123;26;A143;A152;1;A173;1;A192;A201;Bad
3;12;2;A41;4675;4;1;1;A92;A101;4;A123;20;A143;A151;1;A173;1;A191;A201;Good
3;10;2;A40;1287;4;4;4;A93;A102;2;A122;45;A143;A152;1;A172;1;A191;A202;Good
3;18;2;A42;2515;0;2;3;A93;A101;4;A121;43;A143;A152;1;A173;1;A192;A201;Good
1;21;4;A42;2745;3;3;3;A93;A101;2;A123;32;A143;A152;2;A173;1;A192;A201;Good
3;6;2;A40;672;0;0;1;A92;A101;4;A121;54;A143;A152;1;A171;1;A192;A201;Good
1;36;0;A43;3804;0;2;4;A92;A101;1;A123;42;A143;A152;1;A173;1;A192;A201;Bad
2;24;4;A40;1344;4;3;4;A93;A101;2;A121;37;A141;A152;2;A172;2;A191;A201;Bad
0;10;4;A40;1038;0;3;4;A93;A102;3;A122;49;A143;A152;2;A173;1;A192;A201;Good
3;48;4;A40;10127;2;2;2;A93;A101;2;A124;44;A141;A153;1;A173;1;A191;A201;Bad
3;6;2;A42;1543;3;2;4;A91;A101;2;A121;33;A143;A152;1;A173;1;A191;A201;Good
3;30;2;A41;4811;4;3;2;A92;A101;4;A122;24;A142;A151;1;A172;1;A191;A201;Good
0;12;2;A43;727;1;1;4;A94;A101;3;A124;33;A143;A152;1;A172;1;A192;A201;Bad
1;8;2;A42;1237;0;2;3;A92;A101;4;A121;24;A143;A152;1;A173;1;A191;A201;Bad
1;9;2;A40;276;0;2;4;A94;A101;4;A121;22;A143;A151;1;A172;1;A191;A201;Good
1;48;2;A410;5381;4;0;3;A93;A101;4;A124;40;A141;A153;1;A171;1;A192;A201;Good
3;24;2;A42;5511;1;2;4;A93;A101;1;A123;25;A142;A152;1;A173;1;A191;A201;Good
2;24;2;A42;3749;0;1;2;A92;A101;4;A123;26;A143;A152;1;A173;1;A191;A201;Good
1;12;2;A40;685;0;3;2;A94;A101;3;A123;25;A141;A152;1;A172;1;A191;A201;Bad
2;4;2;A40;1494;4;1;1;A93;A101;2;A121;29;A143;A152;1;A172;2;A191;A202;Good
0;36;1;A42;2746;0;4;4;A93;A101;4;A123;31;A141;A152;1;A173;1;A191;A201;Bad
0;12;2;A42;708;0;2;2;A93;A103;3;A122;38;A143;A152;1;A172;2;A191;A201;Good
1;24;2;A42;4351;4;2;1;A92;A101;4;A122;48;A143;A152;1;A172;1;A192;A201;Good
3;12;4;A46;701;0;2;4;A93;A101;2;A123;32;A143;A152;2;A173;1;A191;A201;Good
0;15;3;A42;3643;0;4;1;A92;A101;4;A122;27;A143;A152;2;A172;1;A191;A201;Good
1;30;4;A40;4249;0;0;4;A94;A101;2;A123;28;A143;A152;2;A174;1;A191;A201;Bad
0;24;2;A43;1938;0;1;4;A91;A101;3;A122;32;A143;A152;1;A173;1;A191;A201;Bad
0;24;2;A41;2910;0;3;2;A93;A101;1;A124;34;A143;A153;1;A174;1;A192;A201;Good
0;18;2;A42;2659;3;2;4;A93;A101;2;A123;28;A143;A152;1;A173;1;A191;A201;Good
3;18;4;A40;1028;0;2;4;A92;A101;3;A121;36;A143;A152;2;A173;1;A191;A201;Good
0;8;4;A40;3398;0;3;1;A93;A101;4;A121;39;A143;A152;2;A172;1;A191;A202;Good
3;12;4;A42;5801;4;4;2;A93;A101;4;A122;49;A143;A151;1;A173;1;A192;A201;Good
3;24;2;A40;1525;3;3;4;A92;A101;3;A123;34;A143;A152;1;A173;2;A192;A201;Good
2;36;2;A43;4473;0;4;4;A93;A101;2;A123;31;A143;A152;1;A173;1;A191;A201;Good
1;6;2;A43;1068;0;4;4;A93;A101;4;A123;28;A143;A152;1;A173;2;A191;A201;Good
0;24;4;A41;6615;0;0;2;A93;A101;4;A124;75;A143;A153;2;A174;1;A192;A201;Good
3;18;4;A46;1864;1;2;4;A92;A101;2;A121;30;A143;A152;2;A173;1;A191;A201;Bad
1;60;2;A40;7408;1;1;4;A92;A101;2;A122;24;A143;A152;1;A174;1;A191;A201;Bad
3;48;4;A41;11590;1;2;2;A92;A101;4;A123;24;A141;A151;2;A172;1;A191;A201;Bad
0;24;0;A42;4110;0;4;3;A93;A101;4;A124;23;A141;A151;2;A173;2;A191;A201;Bad
0;6;4;A42;3384;0;2;1;A91;A101;4;A121;44;A143;A151;1;A174;1;A192;A201;Bad
1;13;2;A43;2101;0;1;2;A92;A103;4;A122;23;A143;A152;1;A172;1;A191;A201;Good
0;15;2;A44;1275;4;2;4;A92;A101;2;A123;24;A143;A151;1;A173;1;A191;A201;Bad
0;24;2;A42;4169;0;2;4;A93;A101;4;A122;28;A143;A152;1;A173;1;A191;A201;Good
1;10;2;A42;1521;0;2;4;A91;A101;2;A123;31;A143;A152;1;A172;1;A191;A201;Good
1;24;4;A46;5743;0;1;2;A92;A101;4;A124;24;A143;A153;2;A173;1;A192;A201;Good
0;21;2;A42;3599;0;3;1;A92;A101;4;A123;26;A143;A151;1;A172;1;A191;A201;Good
1;18;2;A43;3213;2;1;1;A94;A101;3;A121;25;A143;A151;1;A173;1;A191;A201;Good
1;18;2;A49;4439;0;4;1;A93;A102;1;A121;33;A141;A152;1;A174;1;A192;A201;Good
2;10;2;A40;3949;0;1;1;A93;A103;1;A122;37;A143;A152;1;A172;2;A191;A201;Good
3;15;4;A43;1459;0;2;4;A92;A101;2;A123;43;A143;A152;1;A172;1;A191;A201;Good
1;13;4;A43;882;0;1;4;A93;A103;4;A121;23;A143;A152;2;A173;1;A191;A201;Good
1;24;2;A43;3758;2;0;1;A92;A101;4;A124;23;A143;A151;1;A171;1;A191;A201;Good
3;6;3;A49;1743;1;2;1;A93;A101;2;A121;34;A143;A152;2;A172;1;A191;A201;Good
1;9;4;A46;1136;3;4;4;A93;A101;3;A124;32;A143;A153;2;A173;2;A191;A201;Bad
3;9;2;A44;1236;0;1;1;A92;A101;4;A121;23;A143;A151;1;A173;1;A192;A201;Good
1;9;2;A42;959;0;2;1;A92;A101;2;A123;29;A143;A152;1;A173;1;A191;A202;Bad
3;18;4;A41;3229;4;0;2;A93;A101;4;A124;38;A143;A152;1;A174;1;A192;A201;Good
0;12;0;A43;6199;0;2;4;A93;A101;2;A122;28;A143;A151;2;A173;1;A192;A201;Bad
3;10;2;A46;727;2;4;4;A93;A101;4;A124;46;A143;A153;1;A173;1;A192;A201;Good
1;24;2;A40;1246;0;1;4;A93;A101;2;A121;23;A142;A152;1;A172;1;A191;A201;Bad
3;12;4;A43;2331;4;4;1;A93;A102;4;A121;49;A143;A152;1;A173;1;A192;A201;Good
3;36;3;A43;4463;0;2;4;A93;A101;2;A123;26;A143;A152;2;A174;1;A192;A201;Bad
3;12;2;A43;776;0;2;4;A94;A101;2;A121;28;A143;A152;1;A173;1;A191;A201;Good
0;30;2;A42;2406;0;3;4;A92;A101;4;A121;23;A143;A151;1;A173;1;A191;A201;Bad
1;18;2;A46;1239;4;2;4;A93;A101;4;A124;61;A143;A153;1;A173;1;A191;A201;Good
2;12;2;A43;3399;4;4;2;A93;A101;3;A123;37;A143;A152;1;A174;1;A191;A201;Good
2;12;3;A40;2247;0;2;2;A92;A101;2;A123;36;A142;A152;2;A173;1;A192;A201;Good
3;6;2;A42;1766;0;2;1;A94;A101;2;A122;21;A143;A151;1;A173;1;A191;A201;Good
0;18;2;A42;2473;0;0;4;A93;A101;1;A123;25;A143;A152;1;A171;1;A191;A201;Bad
3;12;2;A49;1542;0;3;2;A93;A101;4;A123;36;A143;A152;1;A173;1;A192;A201;Good
3;18;4;A41;3850;0;3;3;A93;A101;1;A123;27;A143;A152;2;A173;1;A191;A201;Good
0;18;2;A42;3650;0;1;1;A92;A101;4;A123;22;A143;A151;1;A173;1;A191;A201;Good
0;36;2;A42;3446;0;4;4;A93;A101;2;A123;42;A143;A152;1;A173;2;A191;A201;Bad
1;18;2;A42;3001;0;3;2;A92;A101;4;A121;40;A143;A151;1;A173;1;A191;A201;Good
3;36;2;A40;3079;4;2;4;A93;A101;4;A121;36;A143;A152;1;A173;1;A191;A201;Good
3;18;4;A43;6070;0;4;3;A93;A101;4;A123;33;A143;A152;2;A173;1;A192;A201;Good
3;10;4;A42;2146;0;1;1;A92;A101;3;A121;23;A143;A151;2;A173;1;A191;A201;Good
3;60;4;A40;13756;4;4;2;A93;A101;4;A124;63;A141;A153;1;A174;1;A192;A201;Good
1;60;1;A410;14782;1;4;3;A92;A101;4;A124;60;A141;A153;2;A174;1;A192;A201;Bad
0;48;1;A49;7685;0;3;2;A92;A103;4;A123;37;A143;A151;1;A173;1;A191;A201;Bad
3;18;3;A43;2320;0;0;2;A94;A101;3;A121;34;A143;A152;2;A173;1;A191;A201;Good
3;7;3;A43;846;4;4;3;A93;A101;4;A124;36;A143;A153;1;A173;1;A191;A201;Good
1;36;2;A40;14318;0;4;4;A93;A101;2;A124;57;A143;A153;1;A174;1;A192;A201;Bad
3;6;4;A40;362;1;2;4;A92;A101;4;A123;52;A143;A152;2;A172;1;A191;A201;Good
0;20;2;A42;2212;4;3;4;A93;A101;4;A123;39;A143;A152;1;A173;1;A192;A201;Good
1;18;2;A41;12976;0;0;3;A92;A101;4;A124;38;A143;A153;1;A174;1;A192;A201;Bad
3;22;2;A40;1283;4;3;4;A92;A101;4;A122;25;A143;A151;1;A173;1;A191;A201;Good
2;12;2;A40;1330;0;1;4;A93;A101;1;A121;26;A143;A152;1;A173;1;A191;A201;Good
3;30;3;A49;4272;1;2;2;A93;A101;2;A122;26;A143;A152;2;A172;1;A191;A201;Good
3;18;4;A43;2238;0;2;2;A92;A101;1;A123;25;A143;A152;2;A173;1;A191;A201;Good
3;18;2;A43;1126;4;1;4;A92;A101;2;A121;21;A143;A151;1;A173;1;A192;A201;Good
1;18;4;A42;7374;0;0;4;A93;A101;4;A122;40;A142;A152;2;A174;1;A192;A201;Good
1;15;4;A49;2326;2;2;2;A93;A101;4;A123;27;A141;A152;1;A173;1;A191;A201;Good
3;9;2;A49;1449;0;3;3;A92;A101;2;A123;27;A143;A152;2;A173;1;A191;A201;Good
3;18;2;A40;1820;0;2;2;A94;A101;2;A122;30;A143;A152;1;A174;1;A192;A201;Good
1;12;2;A42;983;3;1;1;A92;A101;4;A121;19;A143;A151;1;A172;1;A191;A201;Good
0;36;2;A40;3249;0;3;2;A93;A101;4;A124;39;A141;A153;1;A174;2;A192;A201;Good
0;6;4;A43;1957;0;3;1;A92;A101;4;A123;31;A143;A152;1;A173;1;A191;A201;Good
3;9;4;A42;2406;0;0;2;A93;A101;3;A123;31;A143;A152;1;A174;1;A191;A201;Good
1;39;3;A46;11760;1;3;2;A93;A101;3;A124;32;A143;A151;1;A173;1;A192;A201;Good
0;12;2;A42;2578;0;0;3;A92;A101;4;A124;55;A143;A153;1;A174;1;A191;A201;Good
0;36;4;A42;2348;0;2;3;A94;A101;2;A122;46;A143;A152;2;A173;1;A192;A201;Good
1;12;2;A40;1223;0;4;1;A91;A101;1;A121;46;A143;A151;2;A173;1;A191;A201;Bad
3;24;4;A43;1516;3;2;4;A92;A101;1;A121;43;A143;A152;2;A172;1;A191;A201;Good
3;18;2;A43;1473;0;1;3;A94;A101;4;A121;39;A143;A152;1;A173;1;A192;A201;Good
1;18;4;A49;1887;4;2;4;A94;A101;4;A121;28;A141;A152;2;A173;1;A191;A201;Good
3;24;3;A49;8648;0;1;2;A93;A101;2;A123;27;A141;A152;2;A173;1;A192;A201;Bad
3;14;3;A40;802;0;2;4;A93;A101;2;A123;27;A143;A152;2;A172;1;A191;A201;Good
1;18;3;A40;2899;4;4;4;A93;A101;4;A123;43;A143;A152;1;A173;2;A191;A201;Good
1;24;2;A43;2039;0;1;1;A94;A101;1;A122;22;A143;A152;1;A173;1;A192;A201;Bad
3;24;4;A41;2197;4;3;4;A93;A101;4;A123;43;A143;A152;2;A173;2;A192;A201;Good
0;15;2;A43;1053;0;1;4;A94;A101;2;A121;27;A143;A152;1;A173;1;A191;A202;Good
3;24;2;A43;3235;2;4;3;A91;A101;2;A123;26;A143;A152;1;A174;1;A192;A201;Good
2;12;4;A40;939;2;3;4;A94;A101;2;A121;28;A143;A152;3;A173;1;A192;A201;Bad
1;24;2;A43;1967;0;4;4;A92;A101;4;A123;20;A143;A152;1;A173;1;A192;A201;Good
3;33;4;A41;7253;0;3;3;A93;A101;2;A123;35;A143;A152;2;A174;1;A192;A201;Good
3;12;4;A49;2292;0;0;4;A93;A101;2;A123;42;A142;A152;2;A174;1;A192;A201;Bad
3;10;2;A40;1597;2;2;3;A93;A101;2;A124;40;A143;A151;1;A172;2;A191;A202;Good
0;24;2;A40;1381;4;2;4;A92;A101;2;A122;35;A143;A152;1;A173;1;A191;A201;Bad
3;36;4;A41;5842;0;4;2;A93;A101;2;A122;35;A143;A152;2;A173;2;A192;A201;Good
0;12;2;A40;2579;0;1;4;A93;A101;1;A121;33;A143;A152;1;A172;2;A191;A201;Bad
0;18;3;A46;8471;4;2;1;A92;A101;2;A123;23;A143;A151;2;A173;1;A192;A201;Good
3;21;2;A40;2782;2;3;1;A92;A101;2;A123;31;A141;A152;1;A174;1;A191;A201;Good
1;18;2;A40;1042;4;2;4;A92;A101;2;A122;33;A143;A152;1;A173;1;A191;A201;Bad
3;15;2;A40;3186;3;3;2;A92;A101;3;A123;20;A143;A151;1;A173;1;A191;A201;Good
1;12;2;A41;2028;4;2;4;A93;A101;2;A123;30;A143;A152;1;A173;1;A191;A201;Good
1;12;4;A40;958;0;3;2;A93;A101;3;A121;47;A143;A152;2;A172;2;A191;A201;Good
3;21;3;A42;1591;1;3;4;A93;A101;3;A121;34;A143;A152;2;A174;1;A191;A201;Good
1;12;2;A42;2762;4;4;1;A92;A101;2;A122;25;A141;A152;1;A173;1;A192;A201;Bad
1;18;2;A41;2779;0;2;1;A94;A101;3;A123;21;A143;A151;1;A173;1;A192;A201;Good
3;28;4;A43;2743;0;4;4;A93;A101;2;A123;29;A143;A152;2;A173;1;A191;A201;Good
3;18;4;A43;1149;3;2;4;A93;A101;3;A121;46;A143;A152;2;A173;1;A191;A201;Good
3;9;2;A42;1313;0;4;1;A93;A101;4;A123;20;A143;A152;1;A173;1;A191;A201;Good
0;18;4;A45;1190;0;0;2;A92;A101;4;A124;55;A143;A153;3;A171;2;A191;A201;Bad
3;5;2;A49;3448;0;3;1;A93;A101;4;A121;74;A143;A152;1;A172;1;A191;A201;Good
1;24;2;A410;11328;0;2;2;A93;A102;3;A123;29;A141;A152;2;A174;1;A192;A201;Bad
0;6;4;A42;1872;0;0;4;A93;A101;4;A124;36;A143;A153;3;A174;1;A192;A201;Good
3;24;4;A45;2058;0;2;4;A91;A101;2;A121;33;A143;A152;2;A173;1;A192;A201;Good
0;9;2;A42;2136;0;2;3;A93;A101;2;A121;25;A143;A152;1;A173;1;A191;A201;Good
1;12;2;A43;1484;4;2;2;A94;A101;1;A121;25;A143;A152;1;A173;1;A192;A201;Bad
3;6;2;A45;660;2;3;2;A94;A101;4;A121;23;A143;A151;1;A172;1;A191;A201;Good
3;24;4;A40;1287;3;4;4;A92;A101;4;A121;37;A143;A152;2;A173;1;A192;A201;Good
0;42;4;A45;3394;0;0;4;A93;A102;4;A123;65;A143;A152;2;A171;1;A191;A201;Good
2;12;1;A49;609;0;1;4;A92;A101;1;A121;26;A143;A152;1;A171;1;A191;A201;Bad
3;12;2;A40;1884;0;4;4;A93;A101;4;A123;39;A143;A152;1;A174;1;A192;A201;Good
0;12;2;A42;1620;0;2;2;A92;A102;3;A122;30;A143;A152;1;A173;1;A191;A201;Good
1;20;3;A410;2629;0;2;2;A93;A101;3;A123;29;A141;A152;2;A173;1;A192;A201;Good
3;12;2;A46;719;0;4;4;A93;A101;4;A123;41;A141;A152;1;A172;2;A191;A201;Bad
1;48;4;A42;5096;0;2;2;A92;A101;3;A123;30;A143;A152;1;A174;1;A192;A201;Bad
3;9;4;A46;1244;4;4;4;A92;A101;4;A122;41;A143;A151;2;A172;1;A191;A201;Good
0;36;2;A40;1842;0;1;4;A92;A101;4;A123;34;A143;A152;1;A173;1;A192;A201;Bad
1;7;2;A43;2576;0;2;2;A93;A103;2;A121;35;A143;A152;1;A173;1;A191;A201;Good
2;12;2;A42;1424;4;4;3;A92;A101;4;A121;55;A143;A152;1;A174;1;A192;A201;Good
1;15;3;A45;1512;3;2;3;A94;A101;3;A122;61;A142;A152;2;A173;1;A191;A201;Bad
3;36;4;A41;11054;4;2;4;A93;A101;2;A123;30;A143;A152;1;A174;1;A192;A201;Good
3;6;2;A43;518;0;2;3;A92;A101;1;A121;29;A143;A152;1;A173;1;A191;A201;Good
3;12;0;A42;2759;0;4;2;A93;A101;4;A122;34;A143;A152;2;A173;1;A191;A201;Good
3;24;2;A41;2670;0;4;4;A93;A101;4;A123;35;A143;A152;1;A174;1;A192;A201;Good
0;24;2;A40;4817;0;3;2;A93;A102;3;A122;31;A143;A152;1;A173;1;A192;A201;Bad
3;24;2;A41;2679;0;1;4;A92;A101;1;A124;29;A143;A152;1;A174;1;A192;A201;Good
0;11;4;A40;3905;0;2;2;A93;A101;2;A121;36;A143;A151;2;A173;2;A191;A201;Good
0;12;2;A41;3386;0;4;3;A93;A101;4;A124;35;A143;A153;1;A173;1;A192;A201;Bad
0;6;2;A44;343;0;1;4;A92;A101;1;A121;27;A143;A152;1;A173;1;A191;A201;Good
3;18;2;A43;4594;0;1;3;A93;A101;2;A123;32;A143;A152;1;A173;1;A192;A201;Good
0;36;2;A42;3620;0;2;1;A93;A103;2;A122;37;A143;A152;1;A173;2;A191;A201;Good
0;15;2;A40;1721;0;1;2;A93;A101;3;A121;36;A143;A152;1;A173;1;A191;A201;Good
1;12;2;A42;3017;0;1;3;A92;A101;1;A121;34;A143;A151;1;A174;1;A191;A201;Good
1;12;2;A48;754;4;4;4;A93;A101;4;A122;38;A143;A152;2;A173;1;A191;A201;Good
3;18;2;A49;1950;0;3;4;A93;A101;1;A123;34;A142;A152;2;A173;1;A192;A201;Good
0;24;2;A41;2924;0;2;3;A93;A103;4;A124;63;A141;A152;1;A173;2;A192;A201;Good
0;24;3;A43;1659;0;1;4;A92;A101;2;A123;29;A143;A151;1;A172;1;A192;A201;Bad
3;48;3;A43;7238;4;4;3;A93;A101;3;A123;32;A141;A152;2;A173;2;A191;A201;Good
3;33;3;A49;2764;0;2;2;A92;A101;2;A123;26;A143;A152;2;A173;1;A192;A201;Good
3;24;3;A41;4679;0;3;3;A93;A101;3;A123;35;A143;A152;2;A172;1;A192;A201;Good
1;24;2;A43;3092;1;1;3;A94;A101;2;A123;22;A143;A151;1;A173;1;A192;A201;Bad
0;6;2;A46;448;0;1;4;A92;A101;4;A122;23;A143;A152;1;A173;1;A191;A201;Bad
0;9;2;A40;654;0;2;4;A93;A101;3;A123;28;A143;A152;1;A172;1;A191;A201;Bad
3;6;2;A48;1238;4;0;4;A93;A101;4;A122;36;A143;A152;1;A174;2;A192;A201;Good
1;18;4;A43;1245;0;2;4;A94;A101;2;A123;33;A143;A152;1;A173;1;A191;A201;Bad
0;18;0;A42;3114;0;1;1;A92;A101;4;A122;26;A143;A151;1;A173;1;A191;A201;Bad
3;39;2;A41;2569;2;2;4;A93;A101;4;A123;24;A143;A152;1;A173;1;A191;A201;Good
2;24;2;A43;5152;0;3;4;A93;A101;2;A123;25;A141;A152;1;A173;1;A191;A201;Good
1;12;2;A49;1037;1;3;3;A93;A101;4;A121;39;A143;A152;1;A172;1;A191;A201;Good
0;15;4;A42;1478;0;4;4;A93;A101;4;A123;44;A143;A152;2;A173;2;A192;A201;Good
1;12;4;A43;3573;0;2;1;A92;A101;1;A121;23;A143;A152;1;A172;1;A191;A201;Good
1;24;2;A40;1201;0;1;4;A93;A101;1;A122;26;A143;A152;1;A173;1;A191;A201;Good
0;30;2;A42;3622;3;4;4;A92;A101;4;A122;57;A143;A151;2;A173;1;A192;A201;Good
3;15;3;A42;960;3;3;3;A92;A101;2;A122;30;A143;A152;2;A173;1;A191;A201;Good
3;12;4;A40;1163;2;2;4;A93;A101;4;A121;44;A143;A152;1;A173;1;A192;A201;Good
1;6;3;A40;1209;0;0;4;A93;A101;4;A122;47;A143;A152;1;A174;1;A192;A201;Bad
3;12;2;A43;3077;0;2;2;A93;A101;4;A123;52;A143;A152;1;A173;1;A192;A201;Good
3;24;2;A40;3757;0;4;4;A92;A102;4;A124;62;A143;A153;1;A173;1;A192;A201;Good
3;10;2;A40;1418;1;2;3;A93;A101;2;A121;35;A143;A151;1;A172;1;A191;A202;Good
3;6;2;A40;3518;0;2;2;A93;A103;3;A122;26;A143;A151;1;A173;1;A191;A201;Good
3;12;4;A43;1934;0;4;2;A93;A101;2;A124;26;A143;A152;2;A173;1;A191;A201;Good
1;27;0;A49;8318;0;4;2;A92;A101;4;A124;42;A143;A153;2;A174;1;A192;A201;Bad
3;6;4;A43;1237;1;2;1;A92;A101;1;A122;27;A143;A152;2;A173;1;A191;A201;Good
1;6;2;A43;368;4;4;4;A93;A101;4;A122;38;A143;A152;1;A173;1;A191;A201;Good
0;12;4;A40;2122;0;2;3;A93;A101;2;A121;39;A143;A151;2;A172;2;A191;A202;Good
0;24;2;A42;2996;4;2;2;A94;A101;4;A123;20;A143;A152;1;A173;1;A191;A201;Bad
1;36;2;A42;9034;1;1;4;A93;A102;1;A124;29;A143;A151;1;A174;1;A192;A201;Bad
3;24;4;A42;1585;0;3;4;A93;A101;3;A122;40;A143;A152;2;A173;1;A191;A201;Good
1;18;2;A43;1301;0;4;4;A94;A103;2;A121;32;A143;A152;1;A172;1;A191;A201;Good
2;6;4;A40;1323;1;4;2;A91;A101;4;A123;28;A143;A152;2;A173;2;A192;A201;Good
0;24;2;A40;3123;0;1;4;A92;A101;1;A122;27;A143;A152;1;A173;1;A191;A201;Bad
0;36;2;A41;5493;0;4;2;A93;A101;4;A124;42;A143;A153;1;A173;2;A191;A201;Good
2;9;2;A43;1126;1;4;2;A91;A101;4;A121;49;A143;A152;1;A173;1;A191;A201;Good
1;24;4;A43;1216;1;1;4;A93;A101;4;A124;38;A141;A152;2;A173;2;A191;A201;Bad
0;24;2;A40;1207;0;1;4;A92;A101;4;A122;24;A143;A151;1;A173;1;A191;A201;Bad
3;10;2;A40;1309;4;2;4;A93;A103;4;A122;27;A143;A152;1;A172;1;A191;A201;Bad
2;15;4;A41;2360;2;2;2;A93;A101;2;A123;36;A143;A152;1;A173;1;A192;A201;Good
1;15;1;A40;6850;1;0;1;A93;A101;2;A122;34;A143;A152;1;A174;2;A192;A201;Bad
3;24;2;A43;1413;0;2;4;A94;A101;2;A122;28;A143;A152;1;A173;1;A191;A201;Good
3;39;2;A41;8588;1;4;4;A93;A101;2;A123;45;A143;A152;1;A174;1;A192;A201;Good
0;12;2;A40;759;0;3;4;A93;A101;2;A121;26;A143;A152;1;A173;1;A191;A201;Bad
3;36;2;A41;4686;0;2;2;A93;A101;2;A124;32;A143;A153;1;A174;1;A192;A201;Good
2;15;2;A49;2687;0;3;2;A93;A101;4;A122;26;A143;A151;1;A173;1;A192;A201;Good
1;12;3;A43;585;0;2;4;A94;A102;4;A121;20;A143;A151;2;A173;1;A191;A201;Good
3;24;2;A40;2255;4;1;4;A93;A101;1;A122;54;A143;A152;1;A173;1;A191;A201;Good
0;6;4;A40;609;0;3;4;A92;A101;3;A122;37;A143;A152;2;A173;1;A191;A202;Good
0;6;4;A40;1361;0;1;2;A93;A101;4;A121;40;A143;A152;1;A172;2;A191;A202;Good
3;36;4;A42;7127;0;1;2;A92;A101;4;A122;23;A143;A151;2;A173;1;A192;A201;Bad
